created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Nov 19 02:39:32 +0000 2023;1726067655755645217;"Ini baru visi presiden. Kota besar menjadi leading movement dari keterlibatan manusia Indonesia dalam aktivitas sosial ekonomi. Sangat mencerdaskan. Siapapun tak sia-sia memperjuangkan pasangan Anies Baswedan -cak Muhaimin jadi presiden RI 2024. Indonesia lebih baik.";0;0;0;0;in;1087876332;1726067655755645217;karay_yasin;https://twitter.com/karay_yasin/status/1726067655755645217
Sun Nov 19 02:38:26 +0000 2023;1726067378516296087;"@WidhaswaraWidya Salam kenal";0;0;0;1;in;973761340627042305;1725808563824820715;Muhaimi91168531;https://twitter.com/Muhaimi91168531/status/1726067378516296087
Sun Nov 19 02:38:12 +0000 2023;1726067319976386804;"Barokalloh, pagi tadi bertemu Habib Jindan di Bandara Juanda Surabaya. Mata yang agak sedikit ngantuk langsung hilang seketika.  Kita do’akan semoga beliau selalu diberikan kesehatan dan kekuatan dalam membersamai umat islam indonesia. AMIN.. #AMINajaDulu #SATUkanIndonesia https://t.co/tAzZXrLbQm";3;35;288;1006;in;1490116879;1726067319976386804;cakimiNOW;https://twitter.com/cakimiNOW/status/1726067319976386804
Sun Nov 19 02:27:34 +0000 2023;1726064642383020174;"Segan sungguh buat stress test bukak baju tengok tengok hat nurse tu junior syed ahmad aberr";0;1;0;0;in;553639855;1726064642383020174;muhaiminmktr;https://twitter.com/muhaiminmktr/status/1726064642383020174
Sun Nov 19 02:21:16 +0000 2023;1726063058743951740;"@JarnasABWBpn Kebanggan kita semuaaa, Anies Muhaimin pasti menanggg";0;0;0;0;in;1724885141703823361;1725811868978258183;gealaexychu;https://twitter.com/gealaexychu/status/1726063058743951740
Sun Nov 19 02:16:15 +0000 2023;1726061797525107016;"@francmohede Hasil survey Indobarometer, Gibran lebih intelek dibanding Prof. Mahfud dan Muhaimin..😄😇";0;0;0;1;in;1221778819738030082;1725915764589531235;Hijauku9;https://twitter.com/Hijauku9/status/1726061797525107016
Sun Nov 19 02:09:58 +0000 2023;1726060216524181976;"@BangPino__ Luar biasa semangat untuk pak Anies Muhaimin";0;0;0;0;in;1634950260312399872;1725818623909122428;cdanilopa;https://twitter.com/cdanilopa/status/1726060216524181976
Sun Nov 19 02:08:44 +0000 2023;1726059904526619073;"@BangPino__ Memang luar biasa nih anies Muhaimin cerdasnya diluar nalar";0;0;0;0;in;1623333054503866374;1725818623909122428;atunhacya;https://twitter.com/atunhacya/status/1726059904526619073
Sun Nov 19 02:08:17 +0000 2023;1726059790668120121;"Jadi Indonesia ada masalah yang sama tentang sikap warts Rohingya ya. 🤔";0;0;0;0;in;1137347936818323457;1726059790668120121;itsmuhaiminlah;https://twitter.com/itsmuhaiminlah/status/1726059790668120121
Sun Nov 19 02:07:14 +0000 2023;1726059528662536257;"Perubahan itu semakin Nyata Saatnya Restorasi Indonesia Anies-Muhaimin untuk Indonesia @Brigade01Arwan1 Lihat video mahmudy_s! #TikTok https://t.co/kk4GYxOGqv";0;0;0;0;in;1602815408373133312;1726059528662536257;siregarmahmudy9;https://twitter.com/siregarmahmudy9/status/1726059528662536257
Sun Nov 19 02:02:19 +0000 2023;1726058290998911213;"Garda Matahari Targetkan 80 Persen Suara Muhammadiyah untuk Anies-Muhaimin https://t.co/crmRPB3nGC";1;1;34;84;in;1226436091617505281;1726058290998911213;keuangannews_id;https://twitter.com/keuangannews_id/status/1726058290998911213
Sun Nov 19 02:00:52 +0000 2023;1726057923615621344;"Ini harus didukung all in guys!  Pasangan No 1 AMIN Anies - Muhaimin Menang maka Akan dibangun 10 Stadion Berkelas Internasional di berbagai kota di Indonesia  1. Makassar: Mattoangin International Stadium, ...  #AMINAjaDulu #AniesMuhaimin2024  #SATUkanIndonesia https://t.co/tMl2oceCSP";4;21;206;425;in;1334853481019056128;1726057923615621344;Mdy_Asmara1701;https://twitter.com/Mdy_Asmara1701/status/1726057923615621344
Sun Nov 19 01:52:57 +0000 2023;1726055934106235197;"Anis-Muhaimin diharapkan dapat menjadi pemimpin yang mendengarkan aspirasi rakyat, termasuk kritik-kritik yang disampaikan melalui pamflet-pamflet tajam di Unitomo @AC1987_MLG  https://t.co/ErGsQ1ns4G";0;0;0;0;in;1673921917877915648;1726055934106235197;ahmadandrii;https://twitter.com/ahmadandrii/status/1726055934106235197
Sun Nov 19 01:47:55 +0000 2023;1726054663638917343;"Dukungan untuk Anis-Muhaimin semakin kuat di tengah teriakan kritis dari kampus Semoga mereka dapat menjawab harapan dengan kebijakan yang inklusif dan progresif @Abyanau_  https://t.co/TqDDbItalE";0;0;0;0;in;1674293267821920257;1726054663638917343;sayunda1_;https://twitter.com/sayunda1_/status/1726054663638917343
Sun Nov 19 01:45:33 +0000 2023;1726054070576968045;"Warga Jatim tentu berharap Anis Baswedan dan Muhaimin Iskandar dapat membawa angin segar ke dalam dunia politik Indonesia Semangat kritis mahasiswa Unitomo pun patut dihargai sebagai bentuk partisipasi aktif dalam demokrasi @abyanahmadss https://t.co/hBMZ0vtxws";0;0;0;0;in;1674277456667369473;1726054070576968045;mhmadrangga1;https://twitter.com/mhmadrangga1/status/1726054070576968045
Sun Nov 19 01:43:15 +0000 2023;1726053492543180879;"Anis Baswedan dan Muhaimin Iskandar memang menjadi harapan baru bagi Indonesia Semoga kritik-kritik ini dapat menjadi bahan refleksi untuk memperbaiki dan memajukan bangsa @Abusemyselff  https://t.co/mymIxOSCne";0;0;0;0;in;1674325170272743424;1726053492543180879;ismailaji01;https://twitter.com/ismailaji01/status/1726053492543180879
Sun Nov 19 01:40:49 +0000 2023;1726052880241807771;"Kritik yang tergambar di Unitomo menunjukkan bahwa warga Jatim sangat peduli dengan masa depan Dukungan untuk Anis Baswedan dan Muhaimin Iskandar mungkin bisa menjadi langkah awal untuk membangun Indonesia yang lebih baik @AbuMarl36878564 https://t.co/nyyWSCLu2a";0;0;0;0;in;1674314985496014852;1726052880241807771;tamaranindya01;https://twitter.com/tamaranindya01/status/1726052880241807771
Sun Nov 19 01:38:15 +0000 2023;1726052234524540993;"@hasyimmah Terus terang mas kalo Anies Muhaimin gugur saya tidak akan pilih kedua capres cawapres lainya,karena bagi saya hanya pasangan Anies Muhaimin yang layak jadi pemimpin.... insyaallah 1 putaran AMIN menang";0;0;0;1;in;1711902310367105024;1725819357773906053;andrisurya79;https://twitter.com/andrisurya79/status/1726052234524540993
Sun Nov 19 01:36:03 +0000 2023;1726051680272409014;"Kritik yang terbuka di Unitomo menunjukkan bahwa demokrasi kita hidup Anis Baswedan dan Muhaimin Iskandar mungkin bisa membawa semangat keberagaman ini ke tingkat yang lebih tinggi @AbuAhmad331  https://t.co/tyUzfU3q97";0;0;0;0;in;1673930947996291072;1726051680272409014;rinaheriyanti;https://twitter.com/rinaheriyanti/status/1726051680272409014
Sun Nov 19 01:33:46 +0000 2023;1726051104197337496;"Warga Jatim di Unitomo punya cara yang unik untuk menyuarakan pendapat Semoga Anis Baswedan dan Muhaimin Iskandar bisa merespons dengan solusi-solusi yang membangun @abu65807  https://t.co/Fqt1xKGdSa";0;0;0;0;in;1673904321526923264;1726051104197337496;bambangprata89;https://twitter.com/bambangprata89/status/1726051104197337496
Sun Nov 19 01:29:36 +0000 2023;1726050055881367623;"#HasilIjtimaUlama   BREAKING NEWS:  Hasil IJTIMA ULAMA: Rekomendasikan Paslon Pilres 2024 Kepada AMIN (Anies Baswedan-Muhaimin Iskandar)   ALHAMDULILLAH...UMAT SIAP SAMI'NA WA ATHO'NA DUKUNG DAN MEMILIH AMIN..NOMOR 1 UNTUK INDONESIA🇲🇨  #IJTIMA_ULAMA_FOR_AMIN https://t.co/sx4oAY09o0";0;0;0;1;in;1650516904010760195;1726050055881367623;Hero212_reborn;https://twitter.com/Hero212_reborn/status/1726050055881367623
Sun Nov 19 01:24:41 +0000 2023;1726048820105281767;"@Yurissa_Samosir @AdeDhani9 @aking_adit @NohCeukenohhh @Kang_Toniee @choymarkochoy @mustafaagus007 @MuhiqR @Putri96960977 @chaidar_2000 Luar biasa perjuangan emak2 Solo....saya bangga sebagai orang Jawa Tengah..... rapatkan barisan berusaha memperjuangkan pak Anies Muhaimin untuk memimpin bangsa dan negara ini......";0;0;0;0;in;1434497154744127497;1725504185180021160;RozalRozikin;https://twitter.com/RozalRozikin/status/1726048820105281767
Sun Nov 19 01:23:10 +0000 2023;1726048437966385462;"Ijtima' ulama tanggal 18 November 2023  memutuskan mendukung paslon nomor 1 Anies - Muhaimin AMIN  #OrangDunguAntiPerubahan  #OrangDunguAntiPerubahan https://t.co/Fffcl64QWd";2;2;29;64;in;1647311678160384007;1726048437966385462;MichelAdam7__;https://twitter.com/MichelAdam7__/status/1726048437966385462
Sun Nov 19 01:22:02 +0000 2023;1726048153881944385;"Dukungan untuk Anis-Muhaimin semoga menjadi semangat baru untuk masyarakat Jatim aktif dalam politik @Yayongky1  https://t.co/xTxQenhAIN";0;0;0;0;in;1674277456667369473;1726048153881944385;mhmadrangga1;https://twitter.com/mhmadrangga1/status/1726048153881944385
Sun Nov 19 01:21:32 +0000 2023;1726048025079140396;"@KEBUMENinLOVE @P4P4B0W0_2024 @Ndons_Back @are_inismyname @Bank_Joee_ @BANGSAygSUJUD @KhoirilAnwar_ @99propaganda @Lembayung071 @Alie_Fahnoor @alextham878 ANIES-MUHAIMIN NO 1 PILIHANKU";0;0;0;2;in;1663854766227849218;1725917780141379959;GustiGrage;https://twitter.com/GustiGrage/status/1726048025079140396
Sun Nov 19 01:18:31 +0000 2023;1726047268300865989;"@Miduk17 @Aryprasetyo85 @ch_chotimah2 @ekokuntadhi1 @nongandah @GunRomli @AimanWitjaksono @FirzaHusainID @Gus_Raharjo @KutaReal_X @Eil_Thia Minta dunk yang ANIES MUHAIMIN";0;0;0;0;in;1519252466281623552;1725755479216013660;FashionIin;https://twitter.com/FashionIin/status/1726047268300865989
Sun Nov 19 01:13:24 +0000 2023;1726045980213330251;"@tvOneNews Arus bawah NU ke Muhaimin tu kelihatannya.";0;0;0;0;in;770495803605520384;1725838300563603815;Katwanto1979;https://twitter.com/Katwanto1979/status/1726045980213330251
Sun Nov 19 01:09:03 +0000 2023;1726044886024265773;"@Jayabay19479190 @tribunnews Cocok jadi cawapresnya anis atau minimal ketua timses anis Muhaimin lah..karakter mereka bertiga rada mirip..";0;0;0;0;in;1521866581;1725722115335467363;karnaNya;https://twitter.com/karnaNya/status/1726044886024265773
Sun Nov 19 01:07:16 +0000 2023;1726044434444255440;"Prabowo Subianto, Anies Baswedan, Muhaimin Iskandar, dan Mahfud MD memanfaatkan akhir pekan dengan berkunjung ke daerah untuk menghadiri kegiatan bernuansa keagamaan. #Polhuk #AdadiKompas   https://t.co/bUB5POCS2v";0;0;0;0;in;771030588;1726044434444255440;KompasData;https://twitter.com/KompasData/status/1726044434444255440
Sun Nov 19 01:05:51 +0000 2023;1726044080839504158;"Bikin benteng yg kuat dan menanggulangi serangan ke gus Muhaimin https://t.co/KqiD8AzSBb";0;1;0;0;in;2605871359;1726044080839504158;R_DzhieQrou;https://twitter.com/R_DzhieQrou/status/1726044080839504158
Sun Nov 19 01:02:41 +0000 2023;1726043284017938495;"Prabowo Subianto, Anies Baswedan, Muhaimin Iskandar, dan Mahfud MD memanfaatkan akhir pekan dengan berkunjung ke daerah untuk menghadiri kegiatan bernuansa keagamaan. #Polhuk #AdadiKompas   https://t.co/DWIdhlZEJX";0;0;0;0;in;255866913;1726043284017938495;hariankompas;https://twitter.com/hariankompas/status/1726043284017938495
Sun Nov 19 01:00:32 +0000 2023;1726042741858087153;"Calon wakil presiden (cawapres) Koalisi Perubahan, Muhaimin Iskandar alias Cak Imin membantah dirinya melakukan kampanye terselubung saat berpidato usai pengundian nomor urut pasangan capres - cawapres.  Selengakpnya: https://t.co/tCcZjkQTFF  ___ #Vivacoid #Cakimin #Bawaslu https://t.co/5biHQ4yu6y";2;1;1;5;in;41730943;1726042741858087153;VIVAcoid;https://twitter.com/VIVAcoid/status/1726042741858087153
Sun Nov 19 00:58:55 +0000 2023;1726042332783632392;"diantara pilihan yang ada, emang anis muhaimin yang hanya bisa dijadikan pilihan.  negara ini gaboleh dipegang pdip lagi, gaboleh.";0;0;0;1;in;70698274;1726042332783632392;roisasyari;https://twitter.com/roisasyari/status/1726042332783632392
